year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,height,weight,awardPointsPlayers,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,stint_y,awardPointsCoaches
3,0,CLE,18,0,132,14,26,6,0.15384615384615385,0.8333333333333334,0.07142857142857142,0.24441340782122906,0.05303030303030303,0.045454545454545456,0.007575757575757576,0.11363636363636363,2.142857142857143,0.17307692307692307,0.8333333333333334,64.0,125,0.0,32,10,22,0.3125,0.45082417582417583,0.17937255401062713,0.7775768535262206,1.0234912146676853,64.71875,66.875,0,0,0.0
7,0,NYL,34,16,614,251,251,56,0.38645418326693226,0.8571428571428571,0.2727272727272727,0.4553040197358874,0.09120521172638436,0.0749185667752443,0.003257328990228013,0.057003257328990226,0.7,0.4043824701195219,0.8571428571428571,68.0,125,0.0,34,11,23,0.3235294117647059,0.4494925084581924,0.19651995905834185,0.7876923076923077,0.9385274756880456,69.76470588235294,78.11764705882354,0,0,0.0
8,2,LAS,24,11,492,203,192,84,0.328125,0.8333333333333334,0.21212121212121213,0.4433088749126485,0.1402439024390244,0.07317073170731707,0.0040650406504065045,0.1565040650406504,1.1846153846153846,0.3463541666666667,0.8333333333333334,68.0,125,0.0,34,10,24,0.29411764705882354,0.44251626898047725,0.18116171935479777,0.7862838915470495,0.9940396008916756,74.5,79.6470588235294,0,0,0.0
8,1,NYL,3,0,13,5,2,0,0.0,0.0,1.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,68.0,125,0.0,34,16,18,0.47058823529411764,0.47508385241974127,0.20716268363685603,0.7413793103448276,0.9311528295782643,70.97058823529412,73.55882352941177,1,0,0.0
9,0,IND,13,0,110,49,37,34,0.32432432432432434,0.7352941176470589,0.0,0.47151655119322555,0.2,0.08181818181818182,0.00909090909090909,0.13636363636363635,1.3636363636363635,0.32432432432432434,0.7352941176470589,68.0,125,0.0,34,17,17,0.5,0.4538779256539697,0.19163740237957966,0.7545731707317073,0.9923948838309408,72.73529411764706,72.26470588235294,1,0,0.0
10,0,DET,1,0,11,7,3,3,0.0,1.0,0.0,0.8101851851851851,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,1.0,0.0,0.0,68.0,125,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,1,0.0
10,0,DET,1,0,11,7,3,3,0.0,1.0,0.0,0.8101851851851851,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,1.0,0.0,0.0,68.0,125,0.0,34,18,16,0.5294117647058824,0.4639877031181379,0.1738720607342114,0.7475728155339806,1.0504187961070948,78.0,77.76470588235294,1,2,0.0
8,0,IND,17,0,169,55,42,8,0.5714285714285714,0.875,0.0,0.6041300527240773,0.26627218934911245,0.023668639053254437,0.07692307692307693,0.011834319526627219,0.2857142857142857,0.5714285714285714,0.875,79.0,218,0.0,34,21,13,0.6176470588235294,0.4619289340101523,0.19455124393885342,0.7747163695299838,0.9877289775912035,72.94117647058823,69.70588235294117,1,0,0.0
9,2,ATL,17,9,389,82,74,31,0.40540540540540543,0.6774193548387096,0.3333333333333333,0.4678229119123688,0.2622107969151671,0.038560411311053984,0.07455012853470437,0.028277634961439587,1.1,0.41216216216216217,0.6774193548387096,79.0,218,0.0,34,4,30,0.11764705882352941,0.44109831709477415,0.18706624605678235,0.7475862068965518,0.930019443098284,74.52941176470588,84.67647058823529,0,0,0.0
9,1,IND,14,0,126,37,36,9,0.3888888888888889,0.7777777777777778,0.4,0.46296296296296297,0.1746031746031746,0.03968253968253968,0.1111111111111111,0.015873015873015872,0.6666666666666666,0.4166666666666667,0.7777777777777778,79.0,218,0.0,34,17,17,0.5,0.4538779256539697,0.19163740237957966,0.7545731707317073,0.9923948838309408,72.73529411764706,72.26470588235294,1,0,0.0
1,0,SAC,9,0,21,6,7,4,0.2857142857142857,0.5,0.0,0.3424657534246575,0.14285714285714285,0.0,0.0,0.047619047619047616,0.5,0.2857142857142857,0.0,75.0,185,0.0,32,21,11,0.65625,0.47516307074761666,0.16733649981731824,0.6907692307692308,1.0508685491132401,73.21875,68.0,1,0,0.0
2,0,MIA,32,30,984,378,330,71,0.42727272727272725,0.9295774647887324,0.375,0.5231978739895914,0.19410569105691056,0.03353658536585366,0.057926829268292686,0.06402439024390244,1.0161290322580645,0.4727272727272727,0.9295774647887324,77.0,182,0.0,32,20,12,0.625,0.43838992332968235,0.1806189424115854,0.7590618336886994,0.9883073667423175,61.15625,59.3125,1,0,0.0
4,0,NYL,33,7,850,278,257,35,0.4163424124513619,0.8857142857142857,0.3626373626373626,0.5102790014684289,0.21294117647058824,0.042352941176470586,0.05058823529411765,0.07529411764705882,1.032258064516129,0.4805447470817121,0.8857142857142857,77.0,182,0.0,34,16,18,0.47058823529411764,0.47607904316172645,0.17875616138258382,0.7672253258845437,0.9469817993413693,65.97058823529412,66.3529411764706,0,0,0.0
5,0,NYL,34,33,1048,394,315,53,0.4634920634920635,0.9245283018867925,0.4608695652173913,0.5822889572002837,0.23473282442748092,0.035305343511450385,0.05534351145038168,0.06393129770992366,0.8375,0.5476190476190477,0.9245283018867925,77.0,182,0.0,34,18,16,0.5294117647058824,0.4798136645962733,0.18939677501459778,0.7495291902071564,0.9312208843197345,66.23529411764706,67.55882352941177,1,1,0.0
5,0,NYL,34,33,1048,394,315,53,0.4634920634920635,0.9245283018867925,0.4608695652173913,0.5822889572002837,0.23473282442748092,0.035305343511450385,0.05534351145038168,0.06393129770992366,0.8375,0.5476190476190477,0.9245283018867925,77.0,182,0.0,34,18,16,0.5294117647058824,0.4798136645962733,0.18939677501459778,0.7495291902071564,0.9312208843197345,66.23529411764706,67.55882352941177,1,2,0.0
6,0,NYL,33,33,953,288,236,55,0.4406779661016949,0.8545454545454545,0.38823529411764707,0.5534204458109147,0.23819517313746066,0.026232948583420776,0.048268625393494226,0.06190975865687303,1.0,0.510593220338983,0.8545454545454545,77.0,182,0.0,34,18,16,0.5294117647058824,0.5010752688172043,0.18012538598296995,0.8188405797101449,0.9407229118400928,68.11764705882354,67.20588235294117,1,0,0.0
2,0,POR,5,0,35,2,10,0,0.1,0.0,0.0,0.1,0.17142857142857143,0.05714285714285714,0.0,0.11428571428571428,4.0,0.1,0.0,70.0,156,0.0,32,11,21,0.34375,0.4331041776837652,0.18795014058670514,0.7352941176470589,0.9520950113947397,65.25,68.8125,0,0,0.0
3,0,POR,17,3,285,100,101,26,0.3564356435643564,0.8846153846153846,0.22727272727272727,0.44468160796869444,0.14035087719298245,0.028070175438596492,0.02456140350877193,0.042105263157894736,0.5217391304347826,0.3811881188118812,0.8846153846153846,70.0,156,0.0,32,16,16,0.5,0.4574577139928242,0.18312433139189352,0.7269503546099291,0.9691110243394507,68.59375,69.59375,0,0,0.0
4,0,SAS,26,0,168,59,79,2,0.26582278481012656,1.0,0.28846153846153844,0.36930395593390086,0.19642857142857142,0.005952380952380952,0.017857142857142856,0.02976190476190476,0.5,0.36075949367088606,0.0,70.0,156,0.0,34,12,22,0.35294117647058826,0.4054642166344294,0.17660180939397693,0.7309782608695652,0.9803670892869922,65.1470588235294,71.38235294117646,0,2,0.0
4,0,SAS,26,0,168,59,79,2,0.26582278481012656,1.0,0.28846153846153844,0.36930395593390086,0.19642857142857142,0.005952380952380952,0.017857142857142856,0.02976190476190476,0.5,0.36075949367088606,0.0,70.0,156,0.0,34,12,22,0.35294117647058826,0.4054642166344294,0.17660180939397693,0.7309782608695652,0.9803670892869922,65.1470588235294,71.38235294117646,0,1,0.0
1,0,CLE,5,0,18,8,5,4,0.0,0.5,0.0,0.591715976331361,0.1111111111111111,0.0,0.0,0.2222222222222222,2.0,0.0,0.0,71.0,165,0.0,32,17,15,0.53125,0.4811269146608315,0.20559461938245183,0.7473684210526316,1.0422930763950182,68.28125,66.3125,1,0,0.0
2,0,CLE,3,0,3,2,1,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,71.0,165,0.0,32,22,10,0.6875,0.4610169491525424,0.1822510467120926,0.7366336633663366,1.0236357316649287,62.625,55.875,1,0,10.0
3,0,SEA,26,17,493,90,111,29,0.3333333333333333,0.5172413793103449,0.25,0.36360698125404006,0.20689655172413793,0.06490872210953347,0.018255578093306288,0.056795131845841784,1.12,0.33783783783783783,0.5172413793103449,71.0,165,0.0,32,17,15,0.53125,0.45431211498973306,0.17905943121415058,0.7697974217311234,1.026919880319149,68.375,65.71875,1,0,0.0
4,0,SEA,16,16,396,88,84,21,0.38095238095238093,0.5714285714285714,0.3870967741935484,0.4719004719004719,0.16414141414141414,0.027777777777777776,0.017676767676767676,0.05808080808080808,1.2777777777777777,0.4523809523809524,0.5714285714285714,71.0,165,0.0,34,18,16,0.5294117647058824,0.47579462102689485,0.16851000913215533,0.7795414462081128,1.0069935325929398,70.23529411764706,66.88235294117646,0,0,0.0
5,0,SEA,34,2,402,67,69,31,0.30434782608695654,0.7096774193548387,0.5,0.40537270087124877,0.15671641791044777,0.05721393034825871,0.004975124378109453,0.07711442786069651,1.2916666666666667,0.32608695652173914,0.7096774193548387,71.0,165,0.0,34,20,14,0.5882352941176471,0.4723456790123457,0.1768600430985596,0.7751479289940828,1.0407289397972628,71.67647058823529,66.58823529411765,1,0,0.0
1,0,SEA,31,23,705,209,213,56,0.41784037558685444,0.5357142857142857,0.1111111111111111,0.4397407843797341,0.11914893617021277,0.02695035460992908,0.04680851063829787,0.04680851063829787,0.532258064516129,0.42018779342723006,0.5357142857142857,77.0,185,0.0,32,6,26,0.1875,0.4146551724137931,0.2090101280336327,0.6755793226381461,0.9129357029868801,56.9375,67.84375,0,0,0.0
2,0,SEA,20,3,229,68,59,27,0.3898305084745763,0.7777777777777778,1.0,0.4796839729119639,0.14847161572052403,0.039301310043668124,0.026200873362445413,0.048034934497816595,0.6875,0.3983050847457627,0.7777777777777778,77.0,185,0.0,32,10,22,0.3125,0.4135090609555189,0.1711240987199441,0.6848184818481848,0.9521537544008157,60.03125,64.0,0,0,0.0
3,0,PHO,2,0,13,3,7,4,0.0,0.75,0.0,0.17123287671232876,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,77.0,185,0.0,32,11,21,0.34375,0.4462678665960826,0.190732167874764,0.7527881040892194,0.9662666840572149,65.34375,71.59375,0,1,0.0
3,0,PHO,2,0,13,3,7,4,0.0,0.75,0.0,0.17123287671232876,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,77.0,185,0.0,32,11,21,0.34375,0.4462678665960826,0.190732167874764,0.7527881040892194,0.9662666840572149,65.34375,71.59375,0,2,0.0
6,0,SEA,29,0,461,199,174,58,0.4367816091954023,0.7758620689655172,0.2857142857142857,0.49869687249398553,0.2039045553145336,0.0368763557483731,0.052060737527114966,0.05639913232104121,0.8125,0.4425287356321839,0.7758620689655172,76.0,203,0.0,34,20,14,0.5882352941176471,0.4728944820909971,0.17887351285393382,0.7906976744186046,1.0192180287323993,73.47058823529412,70.79411764705883,1,0,0.0
10,0,SEA,20,0,147,47,43,8,0.4883720930232558,0.25,0.2727272727272727,0.5051590713671539,0.19727891156462585,0.034013605442176874,0.04081632653061224,0.027210884353741496,0.16666666666666666,0.5232558139534884,0.25,76.0,203,0.0,34,20,14,0.5882352941176471,0.4699905482041588,0.18611170726472798,0.785007072135785,1.0011232176486415,74.82352941176471,72.82352941176471,1,0,0.0
6,0,MIN,8,0,46,0,6,0,0.0,0.0,0.0,0.0,0.10869565217391304,0.0,0.021739130434782608,0.06521739130434782,1.0,0.0,0.0,73.0,163,0.0,34,14,20,0.4117647058823529,0.45580678314491263,0.19516173664817,0.7271214642262895,0.9787891483751511,65.02941176470588,67.29411764705883,0,0,0.0
7,0,DET,26,1,178,36,54,7,0.2777777777777778,0.5714285714285714,0.14285714285714285,0.31534688156972673,0.1404494382022472,0.011235955056179775,0.016853932584269662,0.03932584269662921,1.75,0.2962962962962963,0.5714285714285714,73.0,163,0.0,34,23,11,0.6764705882352942,0.4445945945945946,0.174054530603778,0.7412868632707775,1.0790959808072578,74.32352941176471,70.11764705882354,1,0,0.0
6,0,SEA,2,0,8,2,2,0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,72.0,170,0.0,34,20,14,0.5882352941176471,0.4728944820909971,0.17887351285393382,0.7906976744186046,1.0192180287323993,73.47058823529412,70.79411764705883,1,0,0.0
7,0,NYL,33,2,455,143,141,25,0.3829787234042553,0.8,0.32608695652173914,0.47039473684210525,0.13626373626373625,0.06813186813186813,0.006593406593406593,0.06373626373626373,0.7631578947368421,0.43617021276595747,0.8,72.0,170,0.0,34,11,23,0.3235294117647059,0.4494925084581924,0.19651995905834185,0.7876923076923077,0.9385274756880456,69.76470588235294,78.11764705882354,0,0,0.0
8,0,NYL,34,5,757,252,244,58,0.36475409836065575,0.7758620689655172,0.3118279569892473,0.4674977738201247,0.166446499339498,0.046235138705416116,0.002642007926023778,0.07397622192866579,1.1666666666666667,0.42418032786885246,0.7758620689655172,72.0,170,0.0,34,16,18,0.47058823529411764,0.47508385241974127,0.20716268363685603,0.7413793103448276,0.9311528295782643,70.97058823529412,73.55882352941177,1,0,0.0
9,0,NYL,34,0,336,121,98,50,0.37755102040816324,0.72,0.36666666666666664,0.5041666666666667,0.15773809523809523,0.044642857142857144,0.002976190476190476,0.07142857142857142,0.8571428571428571,0.4336734693877551,0.72,72.0,170,0.0,34,19,15,0.5588235294117647,0.48039667896678967,0.18219243784806416,0.7503828483920367,0.9728434013081955,75.67647058823529,74.6470588235294,1,0,0.0
10,0,NYL,34,3,548,177,148,46,0.42567567567567566,0.6956521739130435,0.41304347826086957,0.5260342368045648,0.1551094890510949,0.05656934306569343,0.0036496350364963502,0.072992700729927,0.7692307692307693,0.48986486486486486,0.6956521739130435,72.0,170,0.0,34,13,21,0.38235294117647056,0.47370848708487084,0.18300821009207707,0.7869415807560137,0.9502980948766021,73.88235294117646,74.55882352941177,0,1,0.0
10,0,NYL,34,3,548,177,148,46,0.42567567567567566,0.6956521739130435,0.41304347826086957,0.5260342368045648,0.1551094890510949,0.05656934306569343,0.0036496350364963502,0.072992700729927,0.7692307692307693,0.48986486486486486,0.6956521739130435,72.0,170,0.0,34,13,21,0.38235294117647056,0.47370848708487084,0.18300821009207707,0.7869415807560137,0.9502980948766021,73.88235294117646,74.55882352941177,0,2,0.0
1,0,CHA,29,18,398,76,72,21,0.4027777777777778,0.8571428571428571,0.0,0.46774987690792713,0.1407035175879397,0.020100502512562814,0.007537688442211055,0.035175879396984924,0.5,0.4027777777777778,0.8571428571428571,76.0,180,0.0,32,8,24,0.25,0.4611140304781923,0.18696661741202014,0.7469670710571924,0.9737532978397261,68.3125,75.90625,0,0,0.0
2,0,WAS,15,0,102,15,17,10,0.29411764705882354,0.5,0.0,0.3504672897196262,0.17647058823529413,0.0196078431372549,0.00980392156862745,0.029411764705882353,0.5,0.29411764705882354,0.5,76.0,180,0.0,32,10,22,0.3125,0.4164490861618799,0.18808705961029878,0.6607142857142857,1.0043498343385533,60.25,64.84375,0,0,0.0
3,0,SAC,25,2,233,43,57,15,0.2982456140350877,0.6,0.0,0.3380503144654088,0.1759656652360515,0.008583690987124463,0.02145922746781116,0.004291845493562232,0.04,0.2982456140350877,0.6,76.0,180,0.0,32,14,18,0.4375,0.42982005141388174,0.16962266396857517,0.7565084226646248,0.9419453125,67.6875,71.6875,0,0,0.0
5,0,WAS,34,34,1025,446,380,149,0.41842105263157897,0.7181208053691275,0.375,0.5004937606607416,0.13951219512195123,0.06731707317073171,0.033170731707317075,0.08878048780487804,1.1375,0.44605263157894737,0.7181208053691275,71.0,160,0.0,34,17,17,0.5,0.4432471264367816,0.15127513521999114,0.7170953101361573,0.9880421968061488,68.38235294117646,70.11764705882354,1,0,0.0
6,0,WAS,30,30,1015,422,408,105,0.3799019607843137,0.7619047619047619,0.31683168316831684,0.46455306032584764,0.12807881773399016,0.04433497536945813,0.008866995073891626,0.08866995073891626,1.4285714285714286,0.41911764705882354,0.7619047619047619,71.0,160,0.0,34,16,18,0.47058823529411764,0.4763719512195122,0.16457075407454488,0.7106227106227107,0.9771805672912836,66.55882352941177,67.79411764705883,0,0,0.0
7,0,WAS,32,32,994,614,469,149,0.4946695095948827,0.7583892617449665,0.3627450980392157,0.5743041005686921,0.14989939637826963,0.059356136820925554,0.025150905432595575,0.09859154929577464,1.0888888888888888,0.5341151385927505,0.7583892617449665,71.0,160,0.0,34,18,16,0.5294117647058824,0.5045475216007276,0.1771099325607281,0.7384615384615385,1.020060233075815,80.79411764705883,78.1470588235294,1,0,0.0
8,0,WAS,33,33,1169,622,539,150,0.4155844155844156,0.8466666666666667,0.3219178082191781,0.5140495867768595,0.11890504704875962,0.05474764756201882,0.020530367835757058,0.08468776732249786,1.053191489361702,0.45918367346938777,0.8466666666666667,71.0,160,0.0,34,16,18,0.47058823529411764,0.441705069124424,0.18359184093422848,0.7961859356376639,0.9603196900692021,76.02941176470588,77.61764705882354,0,1,0.0
8,0,WAS,33,33,1169,622,539,150,0.4155844155844156,0.8466666666666667,0.3219178082191781,0.5140495867768595,0.11890504704875962,0.05474764756201882,0.020530367835757058,0.08468776732249786,1.053191489361702,0.45918367346938777,0.8466666666666667,71.0,160,0.0,34,16,18,0.47058823529411764,0.441705069124424,0.18359184093422848,0.7961859356376639,0.9603196900692021,76.02941176470588,77.61764705882354,0,2,0.0
9,0,WAS,33,33,1092,532,474,146,0.39451476793248946,0.7328767123287672,0.3541666666666667,0.49420332936979783,0.10805860805860806,0.05036630036630037,0.0173992673992674,0.10714285714285714,1.1037735849056605,0.44831223628691985,0.7328767123287672,71.0,160,0.0,34,10,24,0.29411764705882354,0.45354293758798686,0.20830880717864197,0.6600910470409712,1.0306699538308728,69.6470588235294,76.5,0,2,0.0
9,0,WAS,33,33,1092,532,474,146,0.39451476793248946,0.7328767123287672,0.3541666666666667,0.49420332936979783,0.10805860805860806,0.05036630036630037,0.0173992673992674,0.10714285714285714,1.1037735849056605,0.44831223628691985,0.7328767123287672,71.0,160,0.0,34,10,24,0.29411764705882354,0.45354293758798686,0.20830880717864197,0.6600910470409712,1.0306699538308728,69.6470588235294,76.5,0,1,0.0
10,0,WAS,31,30,985,492,438,114,0.4292237442922374,0.7368421052631579,0.29906542056074764,0.5039331366764995,0.12487309644670051,0.07309644670050762,0.018274111675126905,0.06903553299492386,0.68,0.4657534246575342,0.7368421052631579,71.0,160,0.0,34,16,18,0.47058823529411764,0.4546485260770975,0.19112812826681108,0.7013301088270859,1.0434294345322384,76.02941176470588,77.11764705882354,1,0,0.0
9,0,SEA,17,0,93,17,9,6,0.4444444444444444,0.8333333333333334,0.6666666666666666,0.7302405498281787,0.12903225806451613,0.043010752688172046,0.021505376344086023,0.06451612903225806,1.5,0.6666666666666666,0.8333333333333334,68.0,125,0.0,34,22,12,0.6470588235294118,0.45951704545454547,0.17780361826982882,0.7582417582417582,1.0213959350874429,73.32352941176471,70.76470588235294,1,0,0.0
6,0,IND,10,0,52,9,8,4,0.375,0.75,0.0,0.4610655737704918,0.11538461538461539,0.019230769230769232,0.019230769230769232,0.07692307692307693,1.0,0.375,0.0,75.0,185,0.0,34,21,13,0.6176470588235294,0.43871297242083757,0.17687629783447048,0.7596638655462185,1.0304602761656994,63.8235294117647,62.73529411764706,1,0,0.0
9,0,SAS,2,0,6,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,196,0.0,34,24,10,0.7058823529411765,0.47716346153846156,0.18039005483857667,0.80835734870317,0.9166955889023859,74.88235294117646,71.11764705882354,1,0,0.0
3,0,CLE,5,0,16,8,7,4,0.42857142857142855,0.5,0.0,0.4566210045662101,0.25,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,74.0,188,0.0,32,10,22,0.3125,0.45082417582417583,0.17937255401062713,0.7775768535262206,1.0234912146676853,64.71875,66.875,0,0,0.0
4,0,CLE,22,4,201,84,52,46,0.5192307692307693,0.6521739130434783,0.0,0.5813953488372093,0.208955223880597,0.04975124378109453,0.01990049751243781,0.029850746268656716,0.2727272727272727,0.5192307692307693,0.6521739130434783,74.0,188,0.0,34,17,17,0.5,0.4468354430379747,0.1710769772974243,0.7216174183514774,1.0373163510418413,65.55882352941177,65.0,1,0,0.0
5,0,HOU,16,0,134,37,34,18,0.35294117647058826,0.7222222222222222,0.0,0.4413167938931298,0.20149253731343283,0.04477611940298507,0.014925373134328358,0.029850746268656716,0.4444444444444444,0.35294117647058826,0.7222222222222222,74.0,188,0.0,34,13,21,0.38235294117647056,0.4446456285566477,0.18008632236940023,0.7447154471544716,0.9853127183835564,64.02941176470588,65.02941176470588,0,0,0.0
